,60,120,180,240,300,360
0,9.648978848048108,24.052864657595205,18.590094953377722,19.209583655989626,20.92267872313134,19.04741683977338
1,7.792468452502148,21.56651776795049,14.680439475600865,17.311034218480433,16.824210342114977,15.60434962986371
2,5.1372018502790535,20.11606872461564,14.061879716451354,16.93965996923808,13.803744140121884,12.403700404230651
3,7.007134182575325,17.222832938855433,7.882177593445298,16.770226233740537,16.218019947882134,15.331842195483839
4,8.848632993322438,16.132736224758528,6.791483704663247,13.658429414026358,12.927105989890928,15.851114479504353
5,2.975085733155587,15.223768665187107,11.464278968298819,12.581880351038766,12.917539295207751,16.957594252746066
6,5.2580632530819305,8.742679055814385,15.763753250941642,9.767395358284482,14.715344074816644,17.763289094274047
7,6.6788795085953305,6.154627357420355,10.646569324032974,9.430717494448649,16.04637480818778,20.84029354664977
8,15.056078268173875,5.783309310429091,7.2650039786926905,12.398969937141176,19.18211903022236,24.576832954622184
9,8.085016070655447,7.953632097017307,6.293685111254179,13.464930850129905,21.12031335136299,28.053372199193134
10,7.366116150135838,5.907275258408186,8.019886590634624,18.935450805293627,24.666803485295667,31.731190782009
11,2.158326907422006,2.8607626062308484,12.274731945640585,22.427629722558375,27.683426710408593,35.7548785401627
12,2.7756578999560304,2.374080678105009,16.036864984127053,23.41586250874372,31.31593748831641,39.305137802125905
13,3.856132365132955,6.8873094838222855,21.393223575058617,26.36243811906999,33.381493019115936,42.3966572306717
14,6.7088013995028195,13.611694153656977,23.603143937094153,25.807327459174175,38.37527639313096,37.087181114432205
15,7.47693472486419,17.07247814350968,25.017019656496178,28.49964177882596,42.93836775881743,27.880246563150223
16,3.0194664753893363,18.28801557850939,26.34502005565287,29.21634275303608,39.067841218748676,36.15040311605211
17,9.853665387744446,14.470190096193994,27.86660397702424,31.20530013261575,33.27416470483693,24.152621050429754
18,16.866042482079855,12.620942552593792,27.69680940807848,33.71633545170706,28.64133045370442,22.137571169528496
19,17.386908748873456,20.905501505873712,27.268017522784874,31.375892626980878,22.608113175187196,17.94298803622781
20,6.89247359172232,6.829082662904401,25.239801272546384,26.55045566991208,16.474202290805025,14.925504696915171
21,3.143112400368799,9.743660270883261,23.23298411001974,20.402324267020287,12.624563213718387,12.30649340790127
22,2.99993204639337,4.0326380336715735,20.99729519717246,17.349130311414726,15.435230107925427,10.519035587685263
23,2.3780747924565446,18.018730669406924,18.481166649233955,13.13398466262494,12.787966210856258,11.564655106190212
24,3.814841259675962,21.25599700516154,15.345996503300297,9.556649980067432,10.65035380226884,12.477618176084395
