,60,120,180,240,300,360
0,2.5764862419772956,3.1432816473195673,2.53539580334972,3.2727845066238617,4.051379986692189,4.983965162019789
1,3.8961971315007915,3.709431107526567,3.0388846794488242,3.190970907892963,5.013436929220421,4.72362815563057
2,4.678592404438926,3.2198915115404465,3.425228305808803,2.897441069899469,4.992193068509035,4.586485670688489
3,2.159543298775343,3.1229223840782416,3.2288281891528494,4.069249097382933,4.8324390931280545,3.5370498064574547
4,3.1860180660847237,2.542591656902875,2.9082188992663673,2.2567926588439735,4.273600063457039,3.3555938111603294
5,2.317927047223558,2.1137494838376893,2.362789551116428,2.0735803300281495,4.288381623857007,3.4019311360791122
6,1.3676577943744763,1.9234727629735529,1.9952911061139527,1.8945356575309245,4.29858775085898,3.270285901473922
7,1.456480375980311,2.039073400839788,1.6446387067066155,1.911424291866898,4.523469324641601,3.5263812768071974
8,1.9047858450037254,2.121589686349256,2.225596027029142,2.4770898620528863,4.554106198201187,3.520519357212699
9,1.7280521317728559,2.41500399462465,2.2737348304065312,2.825142447729074,4.44656405295395,3.122820543802589
10,1.5571062154795876,2.3009469898006345,1.8728489566831383,2.279888173898055,4.26384047033649,3.47164669987203
11,1.6645063086304475,2.52998543650929,1.9966006768711246,2.646060281817704,3.895689273000481,2.7511617027717485
12,2.9820387171898552,1.8050297768663743,2.959036325809582,2.4128573147044508,3.1041361646456243,2.9796178537695983
13,2.096082065387937,2.0603484289008915,3.0714144873571056,2.813409838963796,3.7613733150870696,3.3981543729022343
14,1.5939330965702205,1.7566879449623773,2.8205752419684735,2.846525618533953,3.6711107372180067,3.4937033417348307
15,1.5192354039402445,1.373189766178273,2.5638242772296893,3.075246267451088,3.618287235576498,3.530666790772537
16,1.894244751070129,1.643394867507069,2.7524665274500784,1.9638097788286148,3.9558163472960204,3.6529422259631783
17,2.2620090347934365,2.1955198917661405,2.7891793909498253,3.6278661339023226,4.068959638050958,4.031212312505542
18,2.8510581979937957,3.099399408210558,3.495916513825886,3.9499341909420975,3.885098803096467,4.00788804242151
19,1.1909598113288355,4.016660367115239,4.0457464465755635,4.0469862643859305,3.8975366487823155,4.236412874837227
20,2.0402517030719847,4.2100054456458675,3.7581154950573428,4.035957784477564,3.8089027119535395,4.3744911492754435
21,1.8100825369851672,4.291555008484937,4.215726687117388,3.99081104469678,3.8168815713368636,4.219599827507748
22,1.9512945944035502,3.8421477373533177,3.6545444153059004,3.915764473193219,3.8121463936404463,4.515877163620682
23,1.7229815452261792,4.532568326178377,4.257811098854127,4.186118003476003,3.9589713297416624,4.585592939720629
24,1.5520816133745123,3.8550986053518703,4.178562616134909,4.600379435479265,4.27324519258017,4.689994218767768
25,1.759531286560418,2.591935822596059,3.086216387846058,4.861406357016347,4.499704151644545,5.12844725099525
26,3.8324201974142897,2.740992094201607,4.130660219385795,4.716828618500496,4.513944172931825,4.996718918600126
27,3.13034323294356,2.35726519341671,4.486562494868829,4.626079752480367,4.635913449293611,5.246725761267727
28,3.9810407390875913,2.499832699110738,4.821420892427499,4.5019369970106675,4.549508932564134,5.302421253129756
29,1.8550811734968293,1.95141852731257,5.007503293860885,4.059466129318324,4.356039541500115,5.352935752074835
30,1.2018409572594828,3.1363883910056938,5.059431561685559,4.877126677274478,4.877172540730706,5.401306647791239
31,2.1106143970412425,2.6529811056027395,4.987786016866529,4.247307824909694,4.669318428870113,5.494324222140628
32,2.883988986308335,3.501928726578322,4.888076083530018,3.9956063377693747,4.606066424553194,5.649699630123575
33,2.3484718925958075,4.318208153007747,4.649005292824911,3.8530179590848834,4.451923422762421,5.591231165986779
34,1.95408229869568,4.61220815145635,4.675048932541845,4.058789203908807,4.638007959725281,5.723804302511116
35,3.3390988841792275,4.601725587117195,4.841582380325181,4.073291369549141,4.782800992868641,5.796449551159982
36,1.9838499315828582,4.684031511211339,4.684046403576176,3.6392987869748263,4.5918902691099985,5.744101039395173
37,2.9683300517206144,4.437423029733308,4.3271718984814855,3.8978583246516747,4.742934935470841,5.533633813380479
38,2.2863189617274626,3.018167605053389,3.9197878832847115,3.706292086699766,4.621930261761534,5.334770961907179
39,2.2700728198598528,2.9368465020231205,3.741557949832915,3.999074494212872,4.823697119426898,5.179503175645517
40,2.644129124666082,3.35121923857536,3.5607898494781627,4.308094047322911,4.814924703243822,5.1554827773869585
41,2.6590396842585284,3.9581381900863093,3.5264805173756444,4.370999765884246,4.865919669268759,5.242928696517416
42,3.024648799705255,3.9959033014618757,3.789885774957041,4.456820455600197,4.908999247613317,5.326875880480981
43,3.192842335751583,4.129663130547833,3.646547960527624,4.35928711042724,5.125111581627304,4.955165637127706
44,2.9398727196334904,3.517940021693566,3.779536642158924,4.155020570335526,5.067643133364848,4.902760790552468
45,2.8115656875179003,3.3568156411968957,4.282244306068969,4.410248893675871,5.752283289107601,5.231185368513444
46,2.4876814691832227,4.028393636325276,4.174287138874376,4.547484518355606,5.833386145195773,5.4815161878327086
47,1.5843113908608897,3.702427150473627,4.252401027780769,4.657661920989644,5.771031100703965,5.636717669545737
48,1.35233243707328,2.8278593655020874,3.903058854556686,5.300318836492541,5.580071724905324,5.520931379258983
49,1.6159672882454792,3.4095469010726203,3.1495563455968827,5.075278647737103,5.52414647518435,5.377748166874864
50,2.6301750983337175,3.4281871455720685,2.3333028867240917,5.208315901607034,5.439005944549109,5.196913758011439
51,1.534131372657477,2.993508665777357,2.077188760318049,4.896987898595858,5.152901628247345,5.172052490367921
